Chunk ID,Text Chunk,Source URL
46,"Yet, we do 
ﬁ nd a stress on the revelation of Jesus as Word through his death, which 
effects a human victory over annihilation. Here again, we encounter a
Athanasius’s Christology Today 37
distortion of Athanasius’s theological vision due to a long-standing in-
terpretation in which he is associated with a soteriology, supposedly 
shared by the Greek fathers in general, that focuses on the category of 
“incarnation” rather than “the cross.”24 In fact, Athanasius holds that 
the atoning death of Jesus is the primary reason for the incarnation and 
the “chief point of our faith.”25 That would seem to assimilate him, in 
Rahner’s categories, to the “Western” view, which understands “the 
 Incarnation as the establishment of a divine-human subject who, by 
obediently accepting the death for which he was destined, can offer 
God in his holiness expiation and satisfaction for the guilt of man-
kind.”26 For Rahner, this Western perspective “make[s] use of the solu-
tion that adopts the categories of Germanic legalistic thinking in the 
theory of satisfaction.”27 While we may safely presume that the fourth-century Alexandrian 
bishop was innocent of “Germanic legalistic thinking,” he does use the 
categories of “debt” and “substitution.” But rather than involving a 
“satisfaction” theory as such, in the Anselmian vein, we ﬁ nd that these 
categories are integrated into a vision of human death as the ultimate 
“deconstruction” of God’s creative work, and of Christ’s death as the 
divine reversal of this negation. Such an interpretation admittedly is 
enabled by Rahner’s own theology of death and resurrection, but we 
can show that it is sufﬁ ciently anchored in the actual text of Athanasius 
to be allowed as a legitimate hermeneutical “fusion of horizons.” The 
explication of Athanasius’s understanding of the salviﬁ c value of Jesus’ 
death must begin with his anthropology, which is based on a strong em-
phasis on the notion of creation from nothing. Human existence is con-
ceived as a movement from nothing into being, through participation 
in the Word. This movement is initiated by God and sustained through 
the adherence of the human will to the continuing divine offer of grace. In Athanasius’s account, God’s original intention for human existence 
included the endowment of immortality. But the effect of sin was to re-
verse the direction of the movement of human existence, from partici-
pation in divine life to death and nothingness. In this sense, Athanasius 
understands the category of death not merely as signifying the end of 
vital bodily functions, but as inclusive generally of the breakdown of 
divine-human communion by which the integrity of human life is
38 Khaled Anatolios
 sustained: “Death became powerful and corruption took ﬁ rm hold 
against humanity.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=46
47,"This movement is initiated by God and sustained through 
the adherence of the human will to the continuing divine offer of grace. In Athanasius’s account, God’s original intention for human existence 
included the endowment of immortality. But the effect of sin was to re-
verse the direction of the movement of human existence, from partici-
pation in divine life to death and nothingness. In this sense, Athanasius 
understands the category of death not merely as signifying the end of 
vital bodily functions, but as inclusive generally of the breakdown of 
divine-human communion by which the integrity of human life is
38 Khaled Anatolios
 sustained: “Death became powerful and corruption took ﬁ rm hold 
against humanity. The human race was perishing; the human being 
who was made rational and according to the image [of God] was being 
wiped out; the work created by God was being destroyed.”28
An acknowledgment of Athanasius’s double starting point of cre-
ation from nothing and sin as reversion to nothingness enables us to 
 situate properly his understanding of Christ’s salviﬁ c death. This un-
derstanding presumes a certain integration, embedded in his theologi-
cal anthropology, of the categories of nature and law as applied to 
human death. With respect to the category of nature and from the per-
spective of his ontology of creation, Athanasius understands human 
death and the decline into nothingness as the inescapably necessary and 
natural consequence of humanity’s volitional withdrawal from parti-
cipation in divine grace. Since human existence is a movement from 
nothing into participation in the Word, humanity’s rejection of such 
participation ineluctably leads it back to nothingness. At the same time, 
Athanasius speaks of the death-nothingness that is consequent upon sin 
as instituted by divine law and as incurring a debt against God which 
must be repaid. But in interpreting his use of these primordially biblical 
rather than Germanic categories, it is crucial to note how the language 
of law and debt is derivative of the language of grace and mercy. We 
ﬁ nd this signiﬁ cant ordering of these notions exempliﬁ ed in De incar-
natione 3–5. Here Athanasius speaks of creation from nothing with pri-
mary reference to the categories of divine goodness, mercy, and grace: 
God is good—or rather, he is the source of goodness. But the good 
is not begrudging of anything. Because he does not begrudge being 
to anything, he made all things from non-being through his own 
Word, our Lord Jesus Christ. Among all the things upon the earth, 
he was especially merciful toward the human race. Seeing that by 
the logic of its own origin it would not be capable of always re-
maining, he granted it a further gift.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=47
48,"But the good 
is not begrudging of anything. Because he does not begrudge being 
to anything, he made all things from non-being through his own 
Word, our Lord Jesus Christ. Among all the things upon the earth, 
he was especially merciful toward the human race. Seeing that by 
the logic of its own origin it would not be capable of always re-
maining, he granted it a further gift. He did not create human be-
ings merely like all the irrational animals upon the earth, but made 
them according to his own Image, and shared with them the power 
of his own Word, so that having a kind of reﬂ ection of the Word 
and thus becoming rational, they may be enabled to remain in 
blessedness and live the true life of the saints in paradise. 29
Athanasius’s Christology Today 39
We glean from this passage that the fundamental structure of the 
 divine-human relation is that of gift-giving on the part of God. That 
creation came to be from nothing bespeaks the radicality of this gift; 
that humanity is made according to the Image who is the Word be-
speaks the extremity of the gift, the “added grace.” Athanasius speaks 
of the law and its accompanying threat within this framework of gift 
and grace. Indeed, this law is conceived precisely as an instrument for 
safeguarding the divine gift:
Moreover, knowing that the human power of free will could in-
cline both ways, and anticipating this, he made the grace given to 
them secure by a law and a place. For he led them into his paradise 
and gave them a law, so that if they guarded the grace and re-
mained good, they would retain the life of paradise, without sor-
row, pain, or trouble, along with the promise of incorruption in 
heaven. But if they transgressed and turned away and became evil, 
then they would know that they would suffer in death the corrup-
tion consistent with their nature and would no longer live in para-
dise but in future they would die outside it and remain in death 
and corruption. 30 In light of this passage, it is justiﬁ able to speak of the place of the “law” 
of death in Athanasius’s conception as a divinely instituted symbol and, 
as it were, a compass of humanity’s relation to God. That relation is 
radically constituted by divine gift, and the law is meant to secure this 
gift by manifesting to the human will the two radical options available 
to it: either adherence to the gift through obedience to the divine com-
mandment, or rejection of the gift through disobedience, in which case 
the transgression of the law manifests humanity’s decline from partici-
pation in divine life and lapse into nothingness.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=48
49,"But if they transgressed and turned away and became evil, 
then they would know that they would suffer in death the corrup-
tion consistent with their nature and would no longer live in para-
dise but in future they would die outside it and remain in death 
and corruption. 30 In light of this passage, it is justiﬁ able to speak of the place of the “law” 
of death in Athanasius’s conception as a divinely instituted symbol and, 
as it were, a compass of humanity’s relation to God. That relation is 
radically constituted by divine gift, and the law is meant to secure this 
gift by manifesting to the human will the two radical options available 
to it: either adherence to the gift through obedience to the divine com-
mandment, or rejection of the gift through disobedience, in which case 
the transgression of the law manifests humanity’s decline from partici-
pation in divine life and lapse into nothingness. Situated in this concep-
tual framework, the “debt” incurred by radical human transgression 
turns out to be not so much an affront to divine honor, as in the 
Anselmian satisfaction theory, but a rejection of the gift of the divine 
loan of being and well-being. It should be explicable by now why the notion of humanity’s debt 
is never correlated by Athanasius with the terminology of punishment. If Christ’s death is salviﬁ c, it is not by a repayment of the debt through
40 Khaled Anatolios
his undergoing punishment. Rather, the primary category used by 
Athanasius to speak of the salviﬁ c efﬁ cacy of Christ’s death is that of 
“offering,” as that notion is employed in the Letter to the Hebrews. 31 
Again evoking eucharistic overtones, Athanasius repeatedly makes the 
point that human death is reversed when Christ makes an “offering” or 
“sacriﬁ ce” of his own body. 32 If Christ’s death is “in behalf of all,” that is 
not merely a matter of his being a substitute victim of divine wrath, but 
rather a matter of his ability to incorporate all of us into his stance of 
self-offering. This understanding can be gleaned from the way that 
Athanasius correlates the categories of “death for all” and “offering 
for all”: The death of all was fulﬁ lled in the Lord’s body, and death and cor-
ruption were obliterated because of the Word who was united with 
it. For death was necessary and it was needful that there be death 
on behalf of all in order that the debt owed by all might be repaid. Therefore, as I said before, the Word himself, inasmuch as he could 
not die, for he was immortal, took to himself a body which could 
die so that he may offer it as his own on behalf of all.33",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=49
50,"This understanding can be gleaned from the way that 
Athanasius correlates the categories of “death for all” and “offering 
for all”: The death of all was fulﬁ lled in the Lord’s body, and death and cor-
ruption were obliterated because of the Word who was united with 
it. For death was necessary and it was needful that there be death 
on behalf of all in order that the debt owed by all might be repaid. Therefore, as I said before, the Word himself, inasmuch as he could 
not die, for he was immortal, took to himself a body which could 
die so that he may offer it as his own on behalf of all.33 In reading this passage, we must be careful to interpret the categories of 
“debt” and “repayment” in light of the text before us and not through 
the anachronistic lens of some later atonement theory. We have already 
seen that the “debt” is really an ontological one that is incurred when 
humanity declines the gift of participation in divine life, while “repay-
ment” is here understood in terms of Christ’s self-offering. Following 
the logic of the Letter to the Hebrews, Athanasius understands this 
 offering on behalf of all not in terms of being a “substitute victim” 
but, more positively, as the opening up of a passageway into the di-
vine realm. “Self-offering” is here understood not primarily as self- 
immolation but as re-entrance into communion with the divine: “For it 
was not the Word himself who needed the opening of the gates . . . . We 
were the one who needed this and he carried [anepheren] us up through 
his own body. For as he offered it to death on behalf of all, so through 
it he again prepared the way into heaven.”34
We are now in a position to bring to Athanasius’s understanding of 
Christ’s death Rahner’s challenge of explicating “the connection be-
Athanasius’s Christology Today 41
tween the incarnate Logos and his function as the mediator of salva-
tion.”35 Simply put, for Athanasius, Christ’s death is a reversal of our 
death. Such a statement is conventionally understood as signifying the 
result of Christ’s death (i.e., Christ’s death leads to the overcoming of 
human death) but needs to be more radically interpreted as applying to 
the very form of Christ’s death: Christ, as it were, changes the direction 
of human death by reorienting even the annihilation of death God-
ward. Our death is the actualization of our natural propensity to lapse 
into the abyss of nothingness when we decline the gift of God’s life- 
sustaining grace.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=50
51,"We 
were the one who needed this and he carried [anepheren] us up through 
his own body. For as he offered it to death on behalf of all, so through 
it he again prepared the way into heaven.”34
We are now in a position to bring to Athanasius’s understanding of 
Christ’s death Rahner’s challenge of explicating “the connection be-
Athanasius’s Christology Today 41
tween the incarnate Logos and his function as the mediator of salva-
tion.”35 Simply put, for Athanasius, Christ’s death is a reversal of our 
death. Such a statement is conventionally understood as signifying the 
result of Christ’s death (i.e., Christ’s death leads to the overcoming of 
human death) but needs to be more radically interpreted as applying to 
the very form of Christ’s death: Christ, as it were, changes the direction 
of human death by reorienting even the annihilation of death God-
ward. Our death is the actualization of our natural propensity to lapse 
into the abyss of nothingness when we decline the gift of God’s life- 
sustaining grace. With this decline comes a “debt” that amounts to 
nothing less than ontological insolvency; our credit line of being and 
well-being goes into the red, as it were. Christ repays our debt inas-
much as the movement of our withdrawal from God is reversed by the 
movement of his self-offering into which we are incorporated and 
through which we enter again into the divine realm. In the biblical 
idiom, a “sacriﬁ ce” or “offering” is a gift that accompanies or symbol-
izes one’s entrance before the Sovereign Lord.36 Applying this notion to 
Athanasius’s understanding of the salviﬁ c efﬁ cacy of Christ’s death, we 
can say that through Christ’s self-giving on our behalf and his extension 
to us of this posture of self-giving through our communion with him, 
our refusal of the gift of divine life is reversed to the point of our receiv-
ing this gift and responding to it with our own gift of ourselves to God 
through Christ. Through death, Christ enters into the extreme limit of 
humanity’s withdrawal from God and reverses this withdrawal by 
making it a gift-offering to the Father. The Salvific Value of Christ’s Resurrection
For Rahner, as we have seen, grasping the signiﬁ cance of the resurrec-
tion of Christ is consequent upon seeing his death in its stark reality as 
the annihilation of Jesus’ human identity and his experience of utter 
God-forsakeness. Jesus’ resurrection is the divine reversal of this limit 
point of human failure. The risen Jesus is manifest as the divine Word 
precisely inasmuch as he embodies the victorious and unsurpassable 
 utterance of God when the utterance of human existence has been ex-
tinguished:
42 Khaled Anatolios This word has been uttered in the death and resurrection of Jesus.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=51
52,"The Salvific Value of Christ’s Resurrection
For Rahner, as we have seen, grasping the signiﬁ cance of the resurrec-
tion of Christ is consequent upon seeing his death in its stark reality as 
the annihilation of Jesus’ human identity and his experience of utter 
God-forsakeness. Jesus’ resurrection is the divine reversal of this limit 
point of human failure. The risen Jesus is manifest as the divine Word 
precisely inasmuch as he embodies the victorious and unsurpassable 
 utterance of God when the utterance of human existence has been ex-
tinguished:
42 Khaled Anatolios This word has been uttered in the death and resurrection of Jesus. It is deﬁ nitive because after death no history continues and no new 
possibilities offer themselves. But it is irrevocable because in death, 
if it is really taken seriously, only God can offer himself unless 
nothingness is to engulf us. Jesus was cruciﬁ ed and is risen into the 
incomprehensible darkness of God. This means that he is the Word 
of God to us, not simply a word. But if in this Word-for-us God 
promises himself to us irrevocably, then that Word has a unique re-
lationship to God himself. 37 
Elsewhere, Rahner explains that the encounter of the believing Chris-
tian with the risen Christ is radically structured by the transcendental 
hope of resurrection that is native to human subjectivity. 38 Every human 
subject seeks assurance of the “abiding validity” of his existence, not 
merely in its physical embodiment but also in its meaningfulness. From 
the perspective of religious experience, such assurance seeks the accep-
tance and afﬁ rmation of one’s existence by God. The kerygma of the 
risen Jesus provides the possibility of such assurance inasmuch as it 
claims for Jesus this absolute afﬁ rmation. This kerygma raises the exis-
tentially crucial question “of whether this transcendental hope in resur-
rection is still simply looking in history to see whether it can encounter 
a risen one, or whether he ‘already’ exists and as such can be experi-
enced in faith.”39 The afﬁ rmation of the latter claim stakes its founda-
tion on the apostolic preaching as well as on the personal experience of 
the risen Christ in the Spirit, both of which are experienced as mani-
festing an inner correspondence “between transcendental hope in resur-
rection and the categorical and real presence of such a resurrection.”40 The appeal to transcendental structures of human subjectivity is 
obviously not within the ken of Athanasius. Yet, with regard to his ex-
plication of Christ’s resurrection, as in other aspects of his christological 
thinking, it will not do to reduce his Christology to a merely “vertical” 
Christology of incarnational descent.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=52
53,"This kerygma raises the exis-
tentially crucial question “of whether this transcendental hope in resur-
rection is still simply looking in history to see whether it can encounter 
a risen one, or whether he ‘already’ exists and as such can be experi-
enced in faith.”39 The afﬁ rmation of the latter claim stakes its founda-
tion on the apostolic preaching as well as on the personal experience of 
the risen Christ in the Spirit, both of which are experienced as mani-
festing an inner correspondence “between transcendental hope in resur-
rection and the categorical and real presence of such a resurrection.”40 The appeal to transcendental structures of human subjectivity is 
obviously not within the ken of Athanasius. Yet, with regard to his ex-
plication of Christ’s resurrection, as in other aspects of his christological 
thinking, it will not do to reduce his Christology to a merely “vertical” 
Christology of incarnational descent. Indeed, it is not too far-fetched to 
suggest that Rahner’s recourse to the dialectical correspondence be-
tween transcendental hope and categorical claims to fulﬁ llment of this 
hope is substantially paralleled in Athanasius’s method of correlating 
Christology with a theology of creation. At the beginning of On the
Athanasius’s Christology Today 43
 Incarnation, Athanasius signals the centrality of this strategy to his ar-
gument: “As we embark on our exposition, it is appropriate for us to 
begin by speaking of the creation of the universe and of God, its 
 Creator.”41 A little later, as his theology of creation focuses on theologi-
cal anthropology, Athanasius once again asserts his method: “Perhaps 
you are wondering why we are now dealing with the origin of hu-
manity when we proposed to speak about the incarnation of the Word. But this is not outside the scope of our exposition. ”42 Clearly, Athana-
sius himself is pursuing a strategy of explicating the intelligibility of the 
message of Christ in terms of an inner correspondence. But in place of 
an inner correspondence between transcendental and categorical expe-
rience, we have in On the Incarnation an attempt to depict an inner cor-
respondence on the level of narrative, between the stories of creation 
and redemption. Yet, within this narrative mode, the reader is led to an 
encounter with substantially the same inner realities that Rahner hopes 
to expose with his transcendental perspective: that humanity is or-
dained to immortality and a secure participation in the life of God. In 
the very telling of the story of human creation in these terms, Athana-
sius is evoking precisely the transcendental hope of which Rahner 
speaks. Conversely, in Athanasius’s telling, all the counterevidence in 
human history and experience to this reality is summed up in the cate-
gory of “corruption,” humanity’s decline from its original participation 
in divine life.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=53
54,"But in place of 
an inner correspondence between transcendental and categorical expe-
rience, we have in On the Incarnation an attempt to depict an inner cor-
respondence on the level of narrative, between the stories of creation 
and redemption. Yet, within this narrative mode, the reader is led to an 
encounter with substantially the same inner realities that Rahner hopes 
to expose with his transcendental perspective: that humanity is or-
dained to immortality and a secure participation in the life of God. In 
the very telling of the story of human creation in these terms, Athana-
sius is evoking precisely the transcendental hope of which Rahner 
speaks. Conversely, in Athanasius’s telling, all the counterevidence in 
human history and experience to this reality is summed up in the cate-
gory of “corruption,” humanity’s decline from its original participation 
in divine life. The faith claim of Christ’s resurrection ﬁ ts into this story 
as the reversal of that corruption: Christ brings corruption to an end 
by the “grace of the resurrection.”43 Through his juxtaposition of nar-
ratives of creation and redemption, Athanasius thus depicts the non- 
correspondence between the human aspiration to fullness of life (par-
ticipation in the divine) and the tragedies of the human condition as 
overcome through the resurrection of Christ. What are the indications of this overcoming? In the essay by Rah-
ner that is the immediate focus of our attention, this question is not 
broached. Elsewhere, Rahner points to the inner witness of the Spirit 
as the nexus between the transcendental hope of resurrection and the 
 categorical claims of the gospel. 44 Athanasius’s On the Incarnation largely 
abstracts from reﬂ ection on the work of the Spirit, though this lacuna 
is ﬁ lled elsewhere. But in this work, there is another intriguing and
44 Khaled Anatolios
 challenging depiction of the reasons for hope in the resurrection of 
Christ, and that is the living witness of the church. This witness is de-
picted not so much in terms of a deliberate proclamation ad extra as it is 
in terms of the inner vitality of the members of the church and the evi-
dence of the transformation of their lives: For if it is true that someone who is dead is not active but the  
Savior acts in so many ways every day, drawing people to piety, 
persuading to virtue, teaching immortality, instilling desire for 
heavenly things, revealing knowledge of the Father, implanting 
power against death, showing himself to each one . . . whom then 
can be said to be dead? Christ who acts in all these ways? But it 
does not belong to the dead to be active . . . . For the Son of God 
is “alive and active” and works every day, effecting the salvation 
of all.45",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=54
55,"For if it is true that someone who is dead is not active but the  
Savior acts in so many ways every day, drawing people to piety, 
persuading to virtue, teaching immortality, instilling desire for 
heavenly things, revealing knowledge of the Father, implanting 
power against death, showing himself to each one . . . whom then 
can be said to be dead? Christ who acts in all these ways? But it 
does not belong to the dead to be active . . . . For the Son of God 
is “alive and active” and works every day, effecting the salvation 
of all.45 This argument for the plausibility of the resurrection of Christ was as 
daring and fragile in Athanasius’s own time as it is in ours. Then as 
now, the community of Christ’s disciples manifested not only a witness 
of luminous transformation but also many of the features of the human 
condition that Athanasius refers to as “corruption.” The “Arian contro-
versy,” in which Athanasius was embroiled, gives ample evidence of 
this. But the essential point in Athanasius’s discourse is not the indefecti-
bility of the church, as if there were merely a simple continuity between 
the risen Christ and the church, but rather the witness that there are 
some within this community who manifest a transformation whose 
agency must be attributed to the living God. Since this transformation 
is undertaken in the name of the cruciﬁ ed Jesus, it is he who is the liv-
ing God and divine Word. What concerns us here is not so much the 
apologetic efﬁ cacy or logical consistency of this argument as the combi-
nation of theological reasoning and existential application. Far from a 
merely Platonic and ontological Christology of descent, what we have 
here is the positing of a strict correlation, at least in principle, between 
Jesus’ risen life and its concrete manifestation in the church. The reali-
zation of this correlation in fact remains the task of an existential Chris-
tology incumbent upon every disciple of the risen Christ. Athanasius’s Christology Today 45
Concluding Theses
Having outlined the “functional” aspects of Athanasius’s understand-
ing of the mystery of Christ in terms of his conception of the salviﬁ c 
meaning of Jesus’ life, death, and resurrection, we are now in a position 
to adopt Rahner’s suggestion that the principles of “classical Christol-
ogy” need to be rearticulated in a contemporary idiom. The following 
are ten theses that recapitulate some of the fundamental features of 
Athanasius’s classical On the Incarnation:
1. The heart of the Christian faith is the afﬁ rmation that the cruciﬁ ed 
and risen Jesus is unqualiﬁ edly the Word of God and thus, God.46 
2.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=55
56,"The reali-
zation of this correlation in fact remains the task of an existential Chris-
tology incumbent upon every disciple of the risen Christ. Athanasius’s Christology Today 45
Concluding Theses
Having outlined the “functional” aspects of Athanasius’s understand-
ing of the mystery of Christ in terms of his conception of the salviﬁ c 
meaning of Jesus’ life, death, and resurrection, we are now in a position 
to adopt Rahner’s suggestion that the principles of “classical Christol-
ogy” need to be rearticulated in a contemporary idiom. The following 
are ten theses that recapitulate some of the fundamental features of 
Athanasius’s classical On the Incarnation:
1. The heart of the Christian faith is the afﬁ rmation that the cruciﬁ ed 
and risen Jesus is unqualiﬁ edly the Word of God and thus, God.46 
2. The central task for the proclamation of this message in the mode 
of reasoned discourse (theology) is to make intelligible the plausi-
bility of this assertion that the cruciﬁ ed Jesus is God: “so that from 
the apparent abasement of the Word your piety toward him may be 
enlarged and multiplied.”47
3.  The construction of the plausibility of this assertion involves ac-
counts of an “inner correspondence” between human experience 
and the message of the gospel (creation and redemption). Such an 
account involves claims about human capacity, human incapacity, 
and God’s afﬁ rmation of human capacity and reversal of human 
incapacity. This divine work is salvation. 4.  The Christian account of human capacity posits the human being 
as capax dei: in Athanasius’s terms, ordained to participation in di-
vine life; in Rahnerian terms, having an obediential potency and a 
transcendental hope for resurrection. 5.  The Christian account of human incapacity adopts a perspective of 
tragic realism in an unﬂ inching awareness of the degradation of 
human life, whose absolute and universally inescapable limit is the 
annihilation of death. 6.  The Christian account of the saving God claims that God takes re-
sponsibility for the ﬂ ourishing of human capacity and the reversal 
of human incapacity because of his sovereign love and the honor of 
his own glory. 48
46 Khaled Anatolios
7.  Jesus is Savior inasmuch as he manifests God’s saving work through 
the “works” and “signs” of his earthly life, through his partaking of 
the annihilation of human death, and through his transformation 
of the content of death from being a withdrawal from divine life to 
being a self-offering to God. The fulﬁ llment of this reversal is the 
resurrection of Christ. 8.  Jesus, as the unqualiﬁ ed and absolute Word of God, manifests his 
humanity in the sharing of human incapacity and his divinity in 
the reversal of this incapacity that is maximally symbolized in 
death. Both Jesus’ humanity and his divinity cohere in a stance of 
self-offering to the Father.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=56
57,"48
46 Khaled Anatolios
7.  Jesus is Savior inasmuch as he manifests God’s saving work through 
the “works” and “signs” of his earthly life, through his partaking of 
the annihilation of human death, and through his transformation 
of the content of death from being a withdrawal from divine life to 
being a self-offering to God. The fulﬁ llment of this reversal is the 
resurrection of Christ. 8.  Jesus, as the unqualiﬁ ed and absolute Word of God, manifests his 
humanity in the sharing of human incapacity and his divinity in 
the reversal of this incapacity that is maximally symbolized in 
death. Both Jesus’ humanity and his divinity cohere in a stance of 
self-offering to the Father. 9.  Jesus’ stance of self-offering to the Father incorporates those who 
believe in him into the same stance. The incorporation of the fol-
lowers of Jesus into this stance is the church. 10.  The experience of Jesus as the unqualiﬁ ed Word of God thus es-
sentially involves a corporate (ecclesial) experience of the reversal 
of human incapacity, alienation, and annihilation in a stance of liv-
ing unto God. Existential manifestations of this stance include a 
doxological ethos, moral and social regeneration, and hope in the 
face of death.49
Notes 1. Karl Rahner, “Christology Today?” in Theological Investigations, vol. 17 
(New York: Crossroad, 1981), 24–38. 2. Ibid., 31. 3. In particular, “classical Christology,” at least in this essay, seems inter-
changeable for Rahner with the Chalcedonian formula; cf. “Christology Today?” 
26–27. 4. An exemplary instance of this approach of contextualizing patristic 
“Christology” within the overall framework of a theological vision is Brian E. 
Daley’s “Divine Transcendence and Human Transformation: Gregory of Nys-
sa’s Anti-Apollinarian Christology,” in Studia Patristica, ed. Elizabeth A. Liv-
ingstone, vol. 32 (Peeters: Leuven, 1997), 87–95; cf. also his “A Humble Mediator: 
The Distinctive Elements in St. Augustine’s Christology,” Word and Spirit 9 
(1987): 100–117. 5. Cf. Athanasius, On the Incarnation (Inc.) 18; Orations against the Arians 
3.31. Athanasius’s Christology Today 47
For a wider treatment of this point, cf. K. Anatolios, Athanasius, Early 
Church Fathers (London: Routledge, 2004), 66–74. 6. For this reason, I believe it misguided to make much of Athanasius’s 
failure to speak of Christ’s human soul in this treatise.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=57
58,"4. An exemplary instance of this approach of contextualizing patristic 
“Christology” within the overall framework of a theological vision is Brian E. 
Daley’s “Divine Transcendence and Human Transformation: Gregory of Nys-
sa’s Anti-Apollinarian Christology,” in Studia Patristica, ed. Elizabeth A. Liv-
ingstone, vol. 32 (Peeters: Leuven, 1997), 87–95; cf. also his “A Humble Mediator: 
The Distinctive Elements in St. Augustine’s Christology,” Word and Spirit 9 
(1987): 100–117. 5. Cf. Athanasius, On the Incarnation (Inc.) 18; Orations against the Arians 
3.31. Athanasius’s Christology Today 47
For a wider treatment of this point, cf. K. Anatolios, Athanasius, Early 
Church Fathers (London: Routledge, 2004), 66–74. 6. For this reason, I believe it misguided to make much of Athanasius’s 
failure to speak of Christ’s human soul in this treatise. Focus on this issue can be 
explained by a doubly anachronistic projection onto Athanasius’s texts: that of 
the problematic of Apollinarius, who denied that Christ had a human soul, and 
that of a later analytical christological perspective preoccupied with the onto-
logical composition of the person of the God-Man. The latter approach domi-
nates the highly inﬂ uential presentation of the issue by Alois Grillmeier, who 
also gives an overview of the pertinent scholarship (Christ in Christian Tradition, 
2nd ed., vol. 1, From the Apostolic Age to Chalcedon (451), trans. John Bowden 
[Atlanta: John Knox Press, 1975], 308–28). There are three reasons that can help 
explain Athanasius’s neglecting to mention the human soul of Christ: ﬁ rst, 
Athanasius is more concerned with how the relation between God and creation 
is changed by Christ than with analyzing how Jesus’ humanity and divinity ﬁ t 
together; second, precisely for that reason, he emphasizes the extremes united in 
Jesus (the Word and the body) rather than an analysis of how these extremes are 
mediated (e.g., by a human soul). (On these two points, cf. K. Anatolios, Athana-
sius: The Coherence of His Thought [London: Routledge, 2004], 67–78, 127–28.) And third, the doctrine of Christ’s human soul had at that time been problema-
tized because of its associations both with the teaching of Paul of Samosata, who 
was reported to have held that Jesus Christ was a “mere man,” and with Ori-
gen’s doctrine of the preexistence of souls. (Cf. R. Williams, Arius: Heresy and 
Tradition, rev. ed. [Grand Rapids: Eerdmans, 2002], 176.) Athanasius might well 
have thought it best to set aside these questions. An important hermeneutical 
principle to observe in this context is that we have to limit ourselves to the text 
as it stands, in which the human soul of Christ is neither afﬁ rmed nor denied.",430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation$@$20250530_170954/430183501-Peter-W-Martens-Ed-in-the-Shadow-of-the-Incarnation.pdf#page=58
