Chunk ID,Text Chunk,Source URL
116,"Thus, the events of 1857 made white British 
womanhood into the symbol of British purity that needed 
protection and created British public and official hostility 
against Indian men in Britain as well as India. Quite differently, later Indian and Pakistani historians 
have also highlighted some of the Indians who had returned 
from Britain to oppose the British during 1857 in India but 
rather as nationalist freedom fighting heroes. Basu argues 
Rango Bapojee ""should be considered the first and pioneer 
Indian agitator in England"" [Basu 1922, p 142]. Several authors 
have focused on Azimullah as a leading Indian patriot in 
the first war for independence [e g, Sen 1957; Misra 1961; 
www.vandemataram.comjbiographies/patriots/akhan.htm]. On 
their part, Pakistani nationalist historians have also claimed 
Azimullah as ""the master brain who created consciousness 
among the Muslims and lead them to the battle field to restore 
their last grandure [sic] from the jaws of the great colonial 
power. This was the master brain of Azimullah Khan, a great 
personality behind the war of independence of 1857 which has 
left everlasting imprints on the history - in the Shape of 
PAKISTAN"" [Lutfullah 1970, pp 6, 31, emphasis in original]. Whether they were ""old patriots"" or modern nationalists,
Multiple Meanings of 7857 for Indians in Britain 99 
these men's direct experiences of life in Britain made them 
particularly aware of the global scope and force of British 
colonialism [c f, Bayly 1998]. Following the crisis of 1857, Indians in Britain of various 
classes managed to manoeuvre through these changed British 
attitudes toward non-whites. Indian royalty, including Dalip 
Singh, and two descendants of the nawab of the Carnatic, Hafiz 
Lodroo Islam Khan and Hyder Jung remained in Britain and 
eventually regained British favour as did others. Former maha­
raja Gholam Mahomed of Coorg spent 1857 in India but, once 
the fighting was over, he returned to London with his son and 
grandson, receiving increased pensions and benefits and 
savouring London's high society. Overall, the Indian princes 
who did not egregiously oppose the British emerged thereafter 
as princely pillars of raj and were often welcome in London. Also in Britain during the crisis were middle-class Indians 
including Parsi scholar and merchant from Bombay, Dadabhai 
Naoroji, the second Indian elected to the British parliament and 
the 'Grand Old Man' of the Indian National Congress. Indeed, 
many later Indian nationalists also studied in Britain during 
subsequent decades, learning there about the larger patterns of 
British colonialism; some became nationalist political leaders 
including B R Ambedkar, S C Bose, Mohandas Gandhi, 
Aurobindo Ghose, M A Jinnah, Jawaharlal Nehru, and 
VD Savarkar. As has been extensively studied, all these men 
found their experiences in high colonial Britain helped them 
formulate their own political and cultural nationalisms.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=116
117,"Overall, the Indian princes 
who did not egregiously oppose the British emerged thereafter 
as princely pillars of raj and were often welcome in London. Also in Britain during the crisis were middle-class Indians 
including Parsi scholar and merchant from Bombay, Dadabhai 
Naoroji, the second Indian elected to the British parliament and 
the 'Grand Old Man' of the Indian National Congress. Indeed, 
many later Indian nationalists also studied in Britain during 
subsequent decades, learning there about the larger patterns of 
British colonialism; some became nationalist political leaders 
including B R Ambedkar, S C Bose, Mohandas Gandhi, 
Aurobindo Ghose, M A Jinnah, Jawaharlal Nehru, and 
VD Savarkar. As has been extensively studied, all these men 
found their experiences in high colonial Britain helped them 
formulate their own political and cultural nationalisms. Addi­
tionally, Indian male and female social leaders 
including 
Behramji Malabari, Saraswati Ramabhai and Cornelia Sorabji 
- also engaged critically with British society, opposing British 
efforts to control their lives and impressions. Nor did all Indians 
respond the same way. Some, including Sir Mancherjee 
Merwanjee Bhownaggree, MP, remained staunch Tories. The events of 1857 thus marked a transition in the experi­
ences oflndians in Britain as many among them tended to bond 
with each other in the face of increasingly hostile British 
imperialism and racism against them collectively. Yet, 1857 was 
not an absolutely abrupt transformation. There had been pre­
cursors of these changes in both Indian and British attitudes. Many Indians there had developed a sense of class solidarity,
100 
7857: Essays from Economic and Political Weekry 
living as many did in the community of the Oriental Quarter or 
the social centres provided by Indian diplomatic delegations. Further, the perspective from Britain provided some of them 
with the distance to recognise the larger patterns of global 
colonialism, something more difficult to do from India. Overall, 
a sense of themselves as collectively Indian and an early 
patriotism developed among many despite their origins in 
different regions and/or religious communities. British prejudi­
cial stereotypes were not uniform nor did they apply equally to 
all classes of Indians. During and after 1857, gender relations 
between Indian men and British women particularly changed, 
reflecting complex and changing patterns. Thus, the events of 
1857 marked a particularly powerful moment in the larger shift 
in the lives of Indians in Britain, especially Indian men. Subse­
quent generations of Indians in Britain also lived under the 
shadow of 1857, although their personal experiences there 
varied considerably. NOTES A daily account of the private as well as public lives of these envoys in 
London is preserved in the Urdu personal diary of another Indian 
ambassador, Karim Khan (1839-41) 'Siyahatnama', OR 2163, BL; pub­
lished in facsimile as Siyahatnama (ed), 'Ibadat Barelvi (1982).",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=117
118,"Thus, the events of 
1857 marked a particularly powerful moment in the larger shift 
in the lives of Indians in Britain, especially Indian men. Subse­
quent generations of Indians in Britain also lived under the 
shadow of 1857, although their personal experiences there 
varied considerably. NOTES A daily account of the private as well as public lives of these envoys in 
London is preserved in the Urdu personal diary of another Indian 
ambassador, Karim Khan (1839-41) 'Siyahatnama', OR 2163, BL; pub­
lished in facsimile as Siyahatnama (ed), 'Ibadat Barelvi (1982). 2 Broughton Papers, MSS EUR F 213/112, British Library. The copy sent to 
the Maharaja of Mysore fell into British hands. Foreign Political Consul­
tations, December 29, 1849, Nos 165-67, National Archives of India. 
3 See the Nepali diary of this visit, translated in Whelpton (1983). REFERENCES 
Bapojee, Rungo (1846): Statement of Rungo Bapojee Accredited Agent of His 
Highness Purtaub Sing, the Deposed and Exiled Raja of Sattara, Rungo 
Bapojee, London. Basu, Baman Das (1922): Story of Satara (ed), Ramananda Chatterjee, 
Modern Review Office, Calcutta. Bayly, CA (1998): Origins of Nationality: Patriotism and Ethical Government in 
the Making of Modern India, Oxford University Press, Delhi. Chatterjee, Partha (1998): 'Five Hundred Years of Fear and Love', Economic 
and Political Weekly, 33(22), May 30:June 5, pp 1330-36. East India Company (1841-43): Sattara Papers, Vo! 4,J L Cox, London. 
- Minutes of the Court of Directors, British Library. Political Department Home Correspondence, British Library. Fisher, Michael H (2006): Counterflows to Colonialism, Permanent Black, 
Ddhi.
Multiple Meanings of 1857 for Indians in Britain IOI 
Fisher, Michael H, Shompa Lahiri and Shinder Thandi (2007 forthcoming): 
A South Asian History of Britain, Greenwood, Oxford. Frank, Katherine (1994): A Passage to Egypt: The Life of Lucie Duff Gordon, 
Houghton Mifflin, Boston. Gordon, Andrew (1886): Our India Mission, Andrew Gordon, Philadelphia. 
Great Britain (1857, 1859): Parliamentary Papers (Sessionals), Hansard, London. Halliday, Andrew (1862): 'Hindoo Beggars' in London Labour and the London 
Poor (ed), Henry Mayhew, Vol 4, Griffin, Bohn, and Company, London. Keene, Henry George (1883): Fifty Seven, W H Allen, London. 
(1897): Servant of the John Company, W Thacker, London.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=118
119,"Frank, Katherine (1994): A Passage to Egypt: The Life of Lucie Duff Gordon, 
Houghton Mifflin, Boston. Gordon, Andrew (1886): Our India Mission, Andrew Gordon, Philadelphia. 
Great Britain (1857, 1859): Parliamentary Papers (Sessionals), Hansard, London. Halliday, Andrew (1862): 'Hindoo Beggars' in London Labour and the London 
Poor (ed), Henry Mayhew, Vol 4, Griffin, Bohn, and Company, London. Keene, Henry George (1883): Fifty Seven, W H Allen, London. 
(1897): Servant of the John Company, W Thacker, London. Khan, Karim (1839-41): Siyahatnama, Urdu Manuscript OR 2163, British 
Library; facsimile (1982): Siyahatnama, (ed), 'lbadat Barelvi, Majlis-i 
Isha'at-i Makhtutat, Lahore. Lang,John (1861): Wanderings in India, Routledge, Warne, and Routledge, 
London. Lutfullah (1857): Autobiography of Lutfu//ah, A Mohamedan Gentleman, ed, 
Edward B Eastwick, Smith, Elder, London. Misra, Anand Swarup (1961): Nana Saheb Peshwa and the Fight for Freedom, 
Lucknow, Information Department, UP government. Thomson, Mowbray (1859): Story of Cawnpore, R Bentley, London. Roberts, Lord Frederick (1924): Letters Written during the Indian Mutiny, 
Macmillan, London. Russell, William Howard (1860): My Diary in India, in the Year 1858-59, 
Routledge, Warne and Routledge, London. Salter,Joseph (187a): Asiatic in England, Seely,Jackson and Halliday, London. Scott, Sir Walter (1830): The Surgeon's Daughter, R Cadell, Edinburgh. Sen, Surendra Nath (1957): Eighteen Fifty-Seven, Publications Division, 
Government of India, New Delhi. 
Tavakoli-Targhi, Mohamad (1993): 'Imagining Western Women: 
Occidentalism and Euro-eroticism', Radical America, 24(3), pp 73-87. Thomson, Mowbray (1859): Story of Cawnpore, R Bentley, London. 
Visram, Rozina (1986): Ayahs, Lascars and Princes, Pluto, London. 
- (2002): Asians in Britain: 400 Years of History, Pluto, London. Ward, Andrew (1996): Our Bones Are Scattered, Henry Holt, New York. Whelpton,John (1983):Jang Bahadur in Europe, Sahayogi Press, Kathmandu. www. vandemalaram.comjbiographies/patriots/akhan.htm
6 
New Lamps for Old 
Colonial Experiments with Vernacular 
Education, Pre- and Post-1857 Anu Kumar 
EARLY education policy was amorphous; the company men 
were mainly traders, while their Indian subordinates rendered 
vital assistance in matters of administration. There are no 
sustained accounts available of the trajectory of education in 
19th century India, especially in its phase of transition and as 
merchant capitalism gave way to imperialism.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=119
120,"www. vandemalaram.comjbiographies/patriots/akhan.htm
6 
New Lamps for Old 
Colonial Experiments with Vernacular 
Education, Pre- and Post-1857 Anu Kumar 
EARLY education policy was amorphous; the company men 
were mainly traders, while their Indian subordinates rendered 
vital assistance in matters of administration. There are no 
sustained accounts available of the trajectory of education in 
19th century India, especially in its phase of transition and as 
merchant capitalism gave way to imperialism. In the late 18th 
century, from the details available in Calcutta, indigenous 
schools of elementary ('pathshalas') and higher learning, where 
education was imparted in Bengali, Sanskrit, and also in Arabic 
and Persian, existed along with largely missionary-run English 
schools. It was left to Calcutta's elite to organise and reform the 
pathshalas. This began with the setting up of the Calcutta Book 
SoGiety and Calcutta School Society in 1817 and 1818, respec­
tively [Acharya 1990]. These societies brought various schools 
under its purview and also introduced printed textbooks and 
new subjects like geography. They arranged for training of 
the teachers and set up five model pathshalas. These societies 
sought to improve the quality of education without changing its 
indigenous character. Of the 78,500 books printed by the 
Calcutta Book Society, between 1817 and 1821, 48,750 were in 
Bengali and only 3,500 were in English (ibid). The rest were in 
Persian, Hindustani, Sanskrit, etc. Bengali was the main medium 
of instruction and sometimes the only language taught (ibid). By the late 18th century, English pathshalas had mushroomed 
in Calcutta to meet the needs of indigent English-speaking 
people. The first Bengali-run English school in Calcutta was set
104 
1857: Essays from Economic and Political Week01 
up in 177 4 where students were charged Rs 4-16 depending on 
their means. More and more schools came up, for Indians as 
well as Anglo Indians sometimes introducing new subjects and 
new methods of teaching [Acharya 1990; Mazumdar 1996]. In its inital stages, English education in India was always a 
two-way process. David Hare was instrumental for the Calcutta 
School Society's model schools, especially the Arpuly school, 
and did much to influence their later growth. To meet the 
increasing demand for English education, parallel English 
classes were begun; but to guard against the neglect of vernacu­
lar studies, only students proficient in Bengali were granted 
admission to the English classes and later of receiving higher 
English education atthe society's expense. During Ishwarchanflra 
Vidyasagar's tenure as the principal of Sanskrit College (1851-
58), a condensed course in Sanskrit was introduced along with 
some exposure to English language and literature (Acharya). Thus, a balance was sought between the claims of English and 
vernacular education.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=120
121,"David Hare was instrumental for the Calcutta 
School Society's model schools, especially the Arpuly school, 
and did much to influence their later growth. To meet the 
increasing demand for English education, parallel English 
classes were begun; but to guard against the neglect of vernacu­
lar studies, only students proficient in Bengali were granted 
admission to the English classes and later of receiving higher 
English education atthe society's expense. During Ishwarchanflra 
Vidyasagar's tenure as the principal of Sanskrit College (1851-
58), a condensed course in Sanskrit was introduced along with 
some exposure to English language and literature (Acharya). Thus, a balance was sought between the claims of English and 
vernacular education. Other schools such as this came up, in the 
so-called Anglo vernacular model. The T atwabodhini Pathshala 
was set up by Debendranath Tagore (Rabindranath's father) in 
1840; his aim was to develop it into a model ""national school"". But this, as would be seen for most schools in the Anglo 
vernacular tradition, did not survive. Debendranath's school 
was abolished in 1848. The reason was the big demand for 
English education, chiefly for the purposes of serving the 
colonial bureaucracy. By 1830, Alexander Duff had already 
opened his General Assembly's Institution, where English was 
the only medium of instruction, with five pupils. Its swift success 
was a victory for Duffs zealous support for English education 
and paved the way for Macaulay and his by now famous minute 
of 1835. From the towns, this trend only spread to other 
provinces following the sway of colonial rule. COLONIAL EDUCATION POLICY The colonial education policy could arguably be said to have 
begun with the observation made in 1792 by Charles Grant, 
adviser to Cornwallis, then governor general. Grant advocated 
spreading the light of European knowledge through the 
medium of the English language. Macaulay's notions, coming
New Lamps for Old 105 
some three decades later, derived much from Charles Grant. Up to the 1830s no uniform system of education existed. The 
function of the general committee of public instruction formed 
in 1823 was confined to funding and supervising government 
institutions. The general committee for its part was sharply 
divided into two groups 
the Anglicists (who believed in the 
superiority of English and European knowledge) and the 
orientalists (who were keener on restoring and rejuvenating 
ancient knowledge and languages of the orient). But neither 
showed any concern for vernacular education - even the 
orientalists chiefly favoured Sanskrit, Arabic and Persian. A report in 1822 of the proceedings of the parliamentary 
committee reveals the British government's anxiety to resolve 
this crisis over education policy. A majority in the committee 
was in favour of English education, with only James Mill 
recommending the translation of European books into Indian 
languages. The majority opinion prevailed and Macaulay was 
made the president of the general committee in 1834.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=121
122,"But neither 
showed any concern for vernacular education - even the 
orientalists chiefly favoured Sanskrit, Arabic and Persian. A report in 1822 of the proceedings of the parliamentary 
committee reveals the British government's anxiety to resolve 
this crisis over education policy. A majority in the committee 
was in favour of English education, with only James Mill 
recommending the translation of European books into Indian 
languages. The majority opinion prevailed and Macaulay was 
made the president of the general committee in 1834. His 
historic minute was issued on February 2, 1835. A decade before this, in 1823, the general committee for 
public instruction had asked the local committees in Agra, 
Delhi and other north Indian towns to report on the condition 
of education within their province and to propose measures to 
raise standards. For Delhi, the picture was dismal. Although 
there were some madrasas, as the foundation and endowment 
of educ.ational institutions was perceived as a good deed by 
pious Muslims, the number of students was small, as compared 
to the city's inhabitants. Attendance was tardy and quality of 
teaching was poor. The government sanctioned a grant of Rs 
600 per month ""for the instruction of Muhammadan youth"" in 
Delhi and thus, the Delhi College began its existence. It 
commenced teaching in the Ghaziu'd-Din madrasa barely two 
years later [Pernau 2006]. Macaulay's minute of 1835 that enshrined English as the 
principle medium for effecting the progressive ""westernisation"" 
of ""Indian"" cultures and subjectivities and Charles Wood's 
despatch of 1854 are generally held as the two major milestones 
of colonial educational policy. Wood's despatch stressed the 
educational responsibility of the state and envisioned a com­
plete and integrated system comprising primary, secondary and
106 
1857: Essays from Economic and Political Weekly 
collegiate education. Oriental literature, it proposed, should not 
be neglected but European language should be cultivated. English should be the medium of higher studies for the few and 
the vernacular at a lower level for the many. Wood's despatch 
and subsequent state directives on educational policy urged the 
restriction of state investment to higher education and the upper 
classes (classes that upheld British interests) for they would 
purportedly disseminate ""European knowledge"" to the masses. Such a differential construction of the curriculum at the school 
and university level has been described as ""functionalist"" [Gauri 
Vishwanathan cited in Goswami 2004]. A system of ""grants-in­
aid"" was also proposed to encourage vernacular education. English medium instruction was the exclusive provenance of 
the first universities established in 1857. The universities estab­
lished were based on the model of London University - not in 
teaching but examining and conferring degrees 
and also for 
affiliated colleges of different kinds (ibid). The entrance exami­
nation and college teaching were conducted in English.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=122
123,"A system of ""grants-in­
aid"" was also proposed to encourage vernacular education. English medium instruction was the exclusive provenance of 
the first universities established in 1857. The universities estab­
lished were based on the model of London University - not in 
teaching but examining and conferring degrees 
and also for 
affiliated colleges of different kinds (ibid). The entrance exami­
nation and college teaching were conducted in English. In 
colleges, the vernacular soon came to be excluded from the first 
arts (FA) and BA courses in 1864. The Hindu College set the 
pattern in this respect. English not only had pride of place in the 
curriculum but overshadowed every other subject. A process of downward filtration extended this English bias 
to school education as well, in spite of Wood's despatch. The 
model pathshalas of the Calcutta School Society for instance, 
became model primary schools - a component of the uniform 
system 
where education was imparted in English as it was 
envisaged by the government. Like the indigenous elementary 
schools, vernacular missionary schools also turned into English 
schools or died away. The Bengal Auxiliary Missionary Society 
gave the reason when it discontinued every vernacular society 
school, except one in Krishnapur - ""the desire to obtain 
knowledge of the English language has been so great that a 
school in which this was not taught was sure to dwindle away"" 
[Acharya 1990]. This article is a preliminary examination that looks at two 
institutions in the vernacular medium in Delhi and the North 
West Provinces (NWP) that had their beginnings in the early 
stages of the colonial encounter. It was a time when experimen­
tation was new and coexisted with the urge to understand, but
New Lamps for Old 
107 
experiments such as these had an untimely end, hastened 
arguably by the events of 1857 that led to a shift of priorities and 
the changing imperatives of empire. SOCIO-ECONOMIC IMPACT ON EDUCATION In the NWP, educational policies were also influenced by the 
crisis of the Indian political system, brought on by the gradual, 
at times sudden, changes in society and economy. In the early 19th century, the intermediate economy still 
flourished. As Chris Bayly (1998) explains, the company's 
revenue policy was relatively indulgent to the notables in the 
NWP whose pomp and display helped generate employment 
and sustain an intermediate economy based on military, artisan 
and transport services. From the 1830s a disruption set in of 
demand at both luxury and intermediate levels of the economy. The result of a complex set of changes were: 
(i) The Gangetic area and the western areas suffered a 
depression deriving from the problems of liquidity. The acreage 
under cash crops, especially indigo, had been at artificially high 
levels for this served as a channel of remittance for Indian profits 
and salaries to Britain.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=123
124,"As Chris Bayly (1998) explains, the company's 
revenue policy was relatively indulgent to the notables in the 
NWP whose pomp and display helped generate employment 
and sustain an intermediate economy based on military, artisan 
and transport services. From the 1830s a disruption set in of 
demand at both luxury and intermediate levels of the economy. The result of a complex set of changes were: 
(i) The Gangetic area and the western areas suffered a 
depression deriving from the problems of liquidity. The acreage 
under cash crops, especially indigo, had been at artificially high 
levels for this served as a channel of remittance for Indian profits 
and salaries to Britain. The collapse of some European agency 
houses in 1827-28 disrupted the flow of cash and credit that 
affected the export sector and internal trade also. (ii) British standardisation of the economy affected the local 
taxation, local mints and ""idle consumption"" that had been the 
hallmark of the small kingdoms and principalities besides 
enticing away the mercantile capital that supported them. (iii) Between 1803 and 1830, there was also a substantial 
increase in the real revenue collected that reduced the dispos­
able income of the rich zamindars and cut off the large varid. J:y 
of perquisites, which actually sustained the artisan economy 
[Bayly 1998]. (iv) The anti-talukdar settlements of Thomason and Bird also 
deprived the little kings of the locality of a large proportion of 
their revenue-engaging rights and put in their stead a variety of 
village magnates who were perceived as ""ancient owners of the 
soil"". The settlements (as Charles Metcalfe cited in Bayly (1998), 
p 264 says) did substantially alter the social map of the Gangetic 
valley and its western tracts. The landlords and large owners of
108 
1857: Essays from Economic and Political Weekly 
Agra, Etawah and Mainpuri districts were permanently weak­
ened. Over a period of 20 years, many notables spent large sums 
in fighting law suits. Some permanently lost a large part of their 
income. Besides the increase in revenue, a large number of old 
princely families {in Benares and Farukkabad) were pensioned 
off on allowances or fixed stipends. Within a generation, they 
had been minutely subdivided, among numerous descendants. By the 1830s, most of the government pensions were paid 
directly to mercantile creditors of the landed aristocracy. In the 
short run no prosperous or viable village landlord element 
emerged to fill the landlords' local economic and social role (ibid). Eighteen Fiftyseven then appears to have been a belated 
response to the many political changes that gathered apace after 
1825, that shook dignities and livelihoods throughout north 
India, without providing in turn the foundations of a strong new 
system as had emerged in Bengal and Punjab. DELHI COLLEGE",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=124
125,"By the 1830s, most of the government pensions were paid 
directly to mercantile creditors of the landed aristocracy. In the 
short run no prosperous or viable village landlord element 
emerged to fill the landlords' local economic and social role (ibid). Eighteen Fiftyseven then appears to have been a belated 
response to the many political changes that gathered apace after 
1825, that shook dignities and livelihoods throughout north 
India, without providing in turn the foundations of a strong new 
system as had emerged in Bengal and Punjab. DELHI COLLEGE The Delhi College in its heyday 1840s-1860s symbolised an 
encounter between British and Indo-Muslim culture through 
the medium of Urdu. In the first half of the 19th century, there 
were already attempts in several madrassas in Delhi to reinter­
pret classical received knowledge and traditions. Endeavours to 
translate knowledge into a medium meaningful for the new 
circumstances had begun well before the British established 
their political and cultural supremacy over north India in the 
early 19th century. The college contributed to the development of Urdu prose, 
was a nursery of science teaching, and served as a catalyst for 
major works on scientific subjects. Through its vernacular 
translation society, it mediated between eastern and western 
cultures, contributing to building an Urdu-speaking and reading 
public from different religious persuasions [Pernau 2006]. With 
its changes in the traditional academic curriculum, it also 
fostered a climate of liberal thought and the rational spirit. The move to support the Delhi College, that came about in 
1825 following the report of the general committee was a 
traditional gesture of patronage. But within a decade, this was 
translated into an altogether different idiom. In 1828, the English
New Lamps for Old 109 
branch of the Delhi College commenced with a new course of 
study in English language, literature and modern European 
sciences. It offered a space where ambitious Indian students to 
""anglicise"" in pursuit of advancement through service to the 
British. The older oriental branch continued to exist in which 
Arabic, Persian and Sanskrit were taught along with geography, 
mathematics and the sciences. The setting up of the Delhi English College took place in the 
context of a new understanding- the British were trying to make 
sense of the country they had conquered and its culture. On the 
other hand, the conquered hoped to reinterpret the new learn­
ing in their own language and cultural framework. Translation 
stood at the centre of the Delhi College's activities - most 
obviously in the Vernacular Translation Society. ""The transla­
tions of the Delhi College translators show their cultural assump­
tions, their selections and choices and their reinterpretation of 
the British texts they imported into the Urdu language they too 
did have an agenda of change, which they wanted to induce 
through translation"" [ibid, p 18].",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=125
126,"The setting up of the Delhi English College took place in the 
context of a new understanding- the British were trying to make 
sense of the country they had conquered and its culture. On the 
other hand, the conquered hoped to reinterpret the new learn­
ing in their own language and cultural framework. Translation 
stood at the centre of the Delhi College's activities - most 
obviously in the Vernacular Translation Society. ""The transla­
tions of the Delhi College translators show their cultural assump­
tions, their selections and choices and their reinterpretation of 
the British texts they imported into the Urdu language they too 
did have an agenda of change, which they wanted to induce 
through translation"" [ibid, p 18]. Men like master Ram Chandra, 
the science teacher and Maulvi Zakaullah, the historian and 
textbook writer, fearlessly set out to discover new knowledge 
and in the process, hoped to rejuvenate their own culture, 
guided and helped by a colonial power that in the beginning at 
least, was not yet intent on replacing oriental languages with 
English. Margrit Pernau cites successive reports of the Delhi Gazette 
(D G) to bring this out. On April 25, 1838 the D G wrote that 
unlike in Bengal, in Delhi the debate on ""native education"" did 
not oppose the defenders of oriental and western knowledge so 
much as those who wanted to transmit the values of the west 
through English and those who claimed that the ""paramount 
object (should be) to make the improvement and cultivation of 
the vernacular tongue go hand in hand with the promulgation 
of the thoughts and ideas, the solidity of reasoning and freedom 
of enquiry of the European world"". Teaching through Urdu, the 
argument ran, offered the possibility of impacting the Indian 
mind to an extent (and at a price!) which English could not even 
begin to. It was not an appreciation for the beauty of the Urdu 
language and patronage for oriental learning that stood at the 
centre of the reform of Delhi College, but the belief that by
110 
1857: Essays from Economic and Political Weekry 
inducing scholars to prepare translations, printing them, and 
introducing them into the schools, they would ""gradually set the 
native rpind in motion and open an era of intellectual activity 
such as India has never witnessed"" (D G, December 10, 1842). The situation changed from the 1830s onwards. This was not 
mainly because of policy debates on education, but also of the 
changing role of the British themselves, as they moved from 
being diplomats to :.tdministrators. In education, some of the 
imperatives of the new era manifested themselves.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=126
127,"It was not an appreciation for the beauty of the Urdu 
language and patronage for oriental learning that stood at the 
centre of the reform of Delhi College, but the belief that by
110 
1857: Essays from Economic and Political Weekry 
inducing scholars to prepare translations, printing them, and 
introducing them into the schools, they would ""gradually set the 
native rpind in motion and open an era of intellectual activity 
such as India has never witnessed"" (D G, December 10, 1842). The situation changed from the 1830s onwards. This was not 
mainly because of policy debates on education, but also of the 
changing role of the British themselves, as they moved from 
being diplomats to :.tdministrators. In education, some of the 
imperatives of the new era manifested themselves. As a member of the committee of public instruction, Charles 
Trevelyan strongly advocated in 1834, the abandonment of 
Persian language education and also the mandatory use of the 
Roman alphabet for all Indian languages. He stood as the 
central supporter in the overall drive for Anglicisation, that most 
starkly manifested itself in Macaulay's famous minute, only a 
year later. From the 1830s members of the Delhi College 
committee headed by the same Charles Trevelyan also argued 
strenuously that only inter-communal education from ""the pure 
fount of English 
literature"" would enable India to make 
""headway against the impenetrable barrier of habit and preju­
dice backed by religious feeling"" [Fisher 2006]. The Delhi College's English courses initiated in 1828 on an 
experimental basis, struggled for educational material and other 
resources in its first years. The English courses had begun with 
""a few old fashioned English spelling books with difficulty 
procured from the neighbouring British stations"". But the col­
lege committee's grand plan began with the elite of Delhi and 
hoped to effect the complete uplift and reformation of the 
""uneducated and half-barbarous people"" of India generally. This plan once effected would form the basis of an India-wide 
new model educational system of preparatory schools in every 
district and a network of regional colleges. The committee 
envisioned [ibid 2006]: Christian, Mohammedan and Hindu boys of every shade of colour, 
and variety of descent...standing side by side in the same class, engaged 
in the common pursuit of English literature, contending for the same 
honours, and forced to acknowledge the existence of superior merit in 
their comrades of the lowest as well as in those of the highest caste. This 
is a great point gained. The artificial institution of caste cannot long 
survive the period when the youth oflt:dia instead of being trained to
New Lamps for Old 111 
observe it, shall be led by the daily habit of their lives to disregard it.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=127
128,"The committee 
envisioned [ibid 2006]: Christian, Mohammedan and Hindu boys of every shade of colour, 
and variety of descent...standing side by side in the same class, engaged 
in the common pursuit of English literature, contending for the same 
honours, and forced to acknowledge the existence of superior merit in 
their comrades of the lowest as well as in those of the highest caste. This 
is a great point gained. The artificial institution of caste cannot long 
survive the period when the youth oflt:dia instead of being trained to
New Lamps for Old 111 
observe it, shall be led by the daily habit of their lives to disregard it. All we have to do is to bring them together, to impress the same 
character on them, and to leave the yielding and affectionate mind of 
youth to its natural impulse. Habits of friendly communication will thus 
be established between all classes, they will insensibly become one 
people, and the process of enlightening our subjects will proceed 
simultaneously, with that of uniting them among themselves (Statement 
made in 1828 by Charles Trevelyan cited in Hasan 2006). The college committee thus diverted funds from a Rs 1,70,000 
endowment given by N awab E'timadu' d-Daula of Awadh against 
the repeated protests of its donor who desired its use for 
traditional Persian and Arabic study. This money enabled the 
Delhi College to expand the experimental courses in English 
""for the formation of a separate institution on an enlarged scale, 
devoted to affording tuition in the English language, sciences 
and literature"". It now became known as the Delhi Institute or 
the Delhi English Institution. Politically too, the situation was 
changing. As the British population, notably the army, increased 
in Delhi, they were no longer willing or able to integrate with the 
local population. The less they thought they had to learn from 
the orient, the more, however, the colonial officers found to 
teach [Dalrymple 2006]. The abolition of Persian as the official 
language of British rule in 1837 was followed by the decision of 
the Delhi residency to henceforth accept letters and petitions 
from their Indian allies only in English. Transformed power relations permitted the colonial power to 
give way to new sensibilities and policies. ""In the Delhi territory, 
rule by alliances was now replaced by rule by records - the 
supporters, the British now needed, were no longer the com­
manders of detachments of horses but those able to wield the 
pen in their service, no longer nobles, but members of middling 
groups who hoped to gain social status by serving the British"" 
[Pernau ,2006]. All this had an impact on the continued meta­
morphosis seen in the English branch of the Delhi College.",1857_Essay_from_economics_and_political_weekly$@$20250528_151036/1857_Essay_from_economics_and_political_weekly.pdf#page=128
